SiteID,long,lat,x,y,FIPS,STATE,COUNTY,SOC,DEM,Slope,MAP,MAT,NDVI,NLCD,NLCD_ID
167,-98.98737997,38.49327002,-258065.6887,1722169.868,20009,Kansas,Barton County,9.529,600.5230103,1.253829956,650.0089722,12.70660019,0.47894901,Planted/Cultivated,7
168,-98.98737997,38.49327002,-258065.6887,1722169.868,20009,Kansas,Barton County,9.529,600.5230103,1.253829956,650.0089722,12.70660019,0.47894901,Planted/Cultivated,7
169,-98.66794825,38.49984551,-230458.482,1722085.517,20009,Kansas,Barton County,11.779,566.4099731,1.035619974,674.9329834,12.88910007,0.523535013,Planted/Cultivated,7
170,-95.60391998,39.75304001,33632.62236,1859375.309,20013,Kansas,Brown County,9.419,343.730011,1.772250056,922.5269775,11.90950012,0.750724971,Planted/Cultivated,7
171,-95.60391998,39.75304001,33632.62236,1859375.309,20013,Kansas,Brown County,9.419,343.730011,1.772250056,922.5269775,11.90950012,0.750724971,Planted/Cultivated,7
172,-95.60391998,39.75304001,33632.62236,1859375.309,20013,Kansas,Brown County,9.419,343.730011,1.772250056,922.5269775,11.90950012,0.750724971,Planted/Cultivated,7
173,-95.37215319,39.88232889,53216.82763,1873968.521,20013,Kansas,Brown County,7.5,313.8299866,2.36184001,927.7700195,11.69950008,0.796992004,Planted/Cultivated,7
174,-95.3651564,39.84798828,53835.58022,1870124.568,20013,Kansas,Brown County,6.433,313.8299866,2.36184001,927.7700195,11.69950008,0.796992004,Planted/Cultivated,7
175,-96.92496006,37.65049002,-80834.02414,1624045.81,20015,Kansas,Butler County,8.366,387.9330139,1.187459946,924.5709839,13.65839958,0.666454971,Herbaceous,6
176,-96.8533888,38.04864257,-74178.80765,1668610.156,20015,Kansas,Butler County,12.587,443.1900024,1.502429962,864.242981,13.04230022,0.656177998,Herbaceous,6
177,-96.70336784,37.54351069,-61557.71268,1611890.698,20015,Kansas,Butler County,15.443,433.2059937,1.360999942,909.098999,13.51259995,0.673775971,Herbaceous,6
178,-96.78932018,38.35691377,-68323.0235,1703113.445,20017,Kansas,Chase County,16.51,417.4609985,2.616130114,857.4730225,12.89099979,0.690590978,Herbaceous,6
179,-96.56494231,38.43159248,-48851.55637,1711345.371,20017,Kansas,Chase County,12.496,406.9049988,2.929800034,902.210022,12.64789963,0.692755997,Herbaceous,6
180,-96.56494231,38.43159248,-48851.55637,1711345.371,20017,Kansas,Chase County,12.496,406.9049988,2.929800034,902.210022,12.64789963,0.692755997,Herbaceous,6
181,-96.56494231,38.43159248,-48851.55637,1711345.371,20017,Kansas,Chase County,12.496,406.9049988,2.929800034,902.210022,12.64789963,0.692755997,Herbaceous,6
182,-96.22429057,37.01525989,-19769.06663,1552489.788,20019,Kansas,Chautauqua County,5.388,277.6629944,2.923670053,1013.700012,14.15250015,0.729282975,Herbaceous,6
183,-101.8796,39.58041001,-500136.9462,1855436.03,20023,Kansas,Cheyenne County,3.071,1119.699951,1.17050004,481.4200134,10.61849976,0.450192004,Planted/Cultivated,7
184,-101.8103584,39.7498984,-493093.9006,1874031.569,20023,Kansas,Cheyenne County,1.015,1056.050049,2.283159971,470.2430115,10.75349998,0.431147993,Herbaceous,6
185,-101.4684246,39.81329202,-463700.3515,1879401.544,20023,Kansas,Cheyenne County,15.74,1030.47998,1.911790013,514.5510254,10.68400002,0.419106007,Planted/Cultivated,7
186,-100.00687,37.34108003,-351532.2601,1596388.376,20025,Kansas,Clark County,3.407,750.3629761,1.92087996,565.6539917,13.08619976,0.435223013,Herbaceous,6
187,-100.00687,37.34108003,-351532.2601,1596388.376,20025,Kansas,Clark County,3.407,750.3629761,1.92087996,565.6539917,13.08619976,0.435223013,Herbaceous,6
188,-100.00687,37.34108003,-351532.2601,1596388.376,20025,Kansas,Clark County,3.407,750.3629761,1.92087996,565.6539917,13.08619976,0.435223013,Herbaceous,6
189,-97.71234598,39.4407911,-146024.4038,1825628.607,20029,Kansas,Cloud County,7.719,469.8649902,2.083800077,753.0570068,11.79920006,0.585411012,Herbaceous,6
190,-95.71590001,38.08414004,24683.33865,1672292.473,20031,Kansas,Coffey County,6.746,319.3800049,1.325240016,1003.02002,13.12300014,0.721719027,Planted/Cultivated,7
191,-100.4254345,39.63251235,-376273.5445,1854561.23,20039,Kansas,Decatur County,4.903,821.1589966,1.928120017,559.8839722,11.0447998,0.489798009,Planted/Cultivated,7
192,-100.29245,39.76302998,-364313.9218,1868653.655,20039,Kansas,Decatur County,5.171,801.0529785,1.888560057,556.2009888,10.79870033,0.471042007,Planted/Cultivated,7
193,-97.00732979,38.89842663,-86549.81616,1763984.384,20041,Kansas,Dickinson County,9.48,372.8770142,2.136470079,856.6779785,12.7663002,0.586992025,Herbaceous,6
194,-95.01079355,39.81130609,83927.95972,1866271.049,20043,Kansas,Doniphan County,4.488,298.0539856,3.145529985,935.5289917,11.80259991,0.773537993,Planted/Cultivated,7
195,-98.39495576,38.52128672,-206821.9938,1723859.881,20053,Kansas,Ellsworth County,5.665,542.1760254,0.785100996,707.1599731,12.94340038,0.474399,Planted/Cultivated,7
196,-97.96907004,38.60025001,-169866.1037,1731864.321,20053,Kansas,Ellsworth County,7.515,456.9070129,1.891849995,740.4819946,12.66170025,0.610843003,Herbaceous,6
197,-100.33519,38.17113004,-376075.0375,1690585.152,20055,Kansas,Finney County,5.26,799.4379883,1.709210038,530.8220215,12.32349968,0.437355012,Herbaceous,6
198,-100.0318235,37.88073567,-351155.0367,1656907.625,20057,Kansas,Ford County,4.322,782.7160034,1.033380032,563.4589844,12.5710001,0.382755995,Planted/Cultivated,7
199,-99.63696448,37.58943012,-318031.2685,1622895.237,20057,Kansas,Ford County,6.009,728.6290283,0.963869989,631.440979,12.82740021,0.495620996,Planted/Cultivated,7
200,-100.15742,39.00033,-356599.0709,1782748.583,20063,Kansas,Gove County,5.37,782.8870239,1.182989955,570.2479858,11.52040005,0.458885998,Planted/Cultivated,7
201,-100.10159,39.34804998,-350131.8182,1821476.124,20065,Kansas,Graham County,1.97,744.1820068,2.306550026,561.6279907,11.47789955,0.509787023,Herbaceous,6
202,-99.92172998,39.23278997,-335319.9192,1807921.149,20065,Kansas,Graham County,4.622,723.059021,1.980919957,571.9260254,11.5078001,0.500675976,Herbaceous,6
203,-99.87967272,39.49799327,-330512.869,1837470.998,20065,Kansas,Graham County,3.667,729.7180176,2.127419949,560.3569946,11.38119984,0.505153,Planted/Cultivated,7
204,-99.87967272,39.49799327,-330512.869,1837470.998,20065,Kansas,Graham County,3.667,729.7180176,2.127419949,560.3569946,11.38119984,0.505153,Planted/Cultivated,7
205,-99.87967272,39.49799327,-330512.869,1837470.998,20065,Kansas,Graham County,3.667,729.7180176,2.127419949,560.3569946,11.38119984,0.505153,Planted/Cultivated,7
206,-100.561489,37.93107667,-396982.5836,1664629.006,20069,Kansas,Gray County,5.744,858.2680054,0.910709023,522.9580078,12.25969982,0.456023008,Planted/Cultivated,7
207,-96.16241035,37.98819214,-14128.7296,1661513.625,20073,Kansas,Greenwood County,9.657,352.0820007,1.632969975,933.6140137,13.22189999,0.699741006,Herbaceous,6
208,-96.06479269,37.64499629,-5662.452968,1623038.501,20073,Kansas,Greenwood County,10.356,313.1700134,2.028389931,963.4099731,13.45119953,0.722296,Herbaceous,6
209,-96.06479269,37.64499629,-5662.452968,1623038.501,20073,Kansas,Greenwood County,10.356,313.1700134,2.028389931,963.4099731,13.45119953,0.722296,Herbaceous,6
210,-101.76923,37.74132429,-503265.9069,1649113.215,20075,Kansas,Hamilton County,1.03,1038.98999,1.31190002,435.4339905,12.32929993,0.378095001,Planted/Cultivated,7
211,-98.11371001,37.06444996,-186169.7159,1560048.464,20077,Kansas,Harper County,4.002,414.6340027,1.271190047,809.1929932,14.59910011,0.449849993,Planted/Cultivated,7
212,-98.05867,37.32921999,-180680.1186,1589604.744,20077,Kansas,Harper County,9.461,472.9760132,1.370800018,780.5839844,13.91079998,0.46193701,Planted/Cultivated,7
213,-98.05867,37.32921999,-180680.1186,1589604.744,20077,Kansas,Harper County,9.461,472.9760132,1.370800018,780.5839844,13.91079998,0.46193701,Planted/Cultivated,7
214,-98.05867,37.32921999,-180680.1186,1589604.744,20077,Kansas,Harper County,9.461,472.9760132,1.370800018,780.5839844,13.91079998,0.46193701,Planted/Cultivated,7
215,-101.0428947,37.55756279,-441061.7997,1624942.7,20081,Kansas,Haskell County,5.46,924.6049805,1.178359985,471.3900146,12.59850025,0.484201014,Planted/Cultivated,7
216,-95.48475339,39.13829671,44124.93064,1790530.386,20087,Kansas,Jefferson County,12.903,296.3930054,3.371670008,954.4249878,12.45020008,0.750859022,Planted/Cultivated,7
217,-98.41123116,39.7380801,-204767.4063,1860226.674,20089,Kansas,Jewell County,18.062,533.572998,1.951879978,684.5789795,11.21350002,0.556147993,Herbaceous,6
218,-101.15766,37.92533999,-448853.6889,1666639.994,20093,Kansas,Kearny County,7.438,909.0390015,0.998335004,477.9620056,12.1892004,0.66921097,Planted/Cultivated,7
219,-101.15766,37.92533999,-448853.6889,1666639.994,20093,Kansas,Kearny County,7.438,909.0390015,0.998335004,477.9620056,12.1892004,0.66921097,Planted/Cultivated,7
220,-101.15766,37.92533999,-448853.6889,1666639.994,20093,Kansas,Kearny County,7.438,909.0390015,0.998335004,477.9620056,12.1892004,0.66921097,Planted/Cultivated,7
221,-98.08104997,37.48510003,-182261.538,1607112.327,20095,Kansas,Kingman County,4.358,484.6889954,1.441359997,777.0180054,13.82069969,0.442427009,Planted/Cultivated,7
222,-99.32518632,37.62712736,-290631.9229,1626118.891,20097,Kansas,Kiowa County,0.462,699.2559814,0.976019025,637.2529907,12.84329987,0.527522981,Planted/Cultivated,7
223,-95.36933051,37.12323986,55508.47861,1564750.11,20099,Kansas,Labette County,13.147,269.3349915,1.011649966,1115.609985,13.9399004,0.673385978,Planted/Cultivated,7
224,-100.46048,38.27724996,-386377.9126,1702969.517,20101,Kansas,Lane County,3.956,851.2310181,1.284579992,517.8670044,12.06239986,0.388671994,Planted/Cultivated,7
225,-100.4695101,38.56851003,-385624.735,1735616.52,20101,Kansas,Lane County,8.907,848.8660278,1.056839943,533.5709839,11.95590019,0.431845009,Planted/Cultivated,7
226,-100.4695101,38.56851003,-385624.735,1735616.52,20101,Kansas,Lane County,8.907,848.8660278,1.056839943,533.5709839,11.95590019,0.431845009,Planted/Cultivated,7
227,-100.4695101,38.56851003,-385624.735,1735616.52,20101,Kansas,Lane County,8.907,848.8660278,1.056839943,533.5709839,11.95590019,0.431845009,Planted/Cultivated,7
228,-98.12000373,39.20715788,-181367.2924,1800151.725,20105,Kansas,Lincoln County,14.082,446.2780151,2.601210117,715.0529785,12.23639965,0.538312018,Herbaceous,6
229,-101.3571524,38.96031369,-459660.9852,1783421.312,20109,Kansas,Logan County,3.9,953.5599976,1.476950049,487.9599915,11.39089966,0.376978993,Herbaceous,6
230,-101.3571524,38.96031369,-459660.9852,1783421.312,20109,Kansas,Logan County,3.9,953.5599976,1.476950049,487.9599915,11.39089966,0.376978993,Herbaceous,6
231,-101.3571524,38.96031369,-459660.9852,1783421.312,20109,Kansas,Logan County,3.9,953.5599976,1.476950049,487.9599915,11.39089966,0.376978993,Herbaceous,6
232,-101.10436,38.74379004,-439294.8519,1757993.489,20109,Kansas,Logan County,4.563,896.4719849,1.534819961,491.9089966,11.66129971,0.411233008,Herbaceous,6
233,-96.19007585,38.25740492,-16475.37225,1691692.562,20111,Kansas,Lyon County,9.126,367.7179871,1.271919966,932.7249756,12.64750004,0.689522982,Herbaceous,6
234,-97.70401999,38.32076997,-147565.3238,1700101.518,20113,Kansas,McPherson County,5.02,458.9190063,0.981585026,812.8510132,13.21450043,0.550418973,Planted/Cultivated,7
235,-97.09350999,38.36187997,-94646.09236,1703930.904,20115,Kansas,Marion County,9.957,420.473999,1.091230035,851.3660278,12.79590034,0.587176979,Planted/Cultivated,7
236,-96.35167998,39.96077997,-29776.18942,1882638.352,20117,Kansas,Marshall County,11.136,421.0209961,2.623780012,849.2869873,11.26930046,0.705775976,Planted/Cultivated,7
237,-96.35167998,39.96077997,-29776.18942,1882638.352,20117,Kansas,Marshall County,11.136,421.0209961,2.623780012,849.2869873,11.26930046,0.705775976,Planted/Cultivated,7
238,-95.80377321,37.22847609,17247.16665,1576376.113,20125,Kansas,Montgomery County,4.31,258.6489868,1.548300028,1060.180054,13.93190002,0.652732015,Planted/Cultivated,7
239,-95.80377321,37.22847609,17247.16665,1576376.113,20125,Kansas,Montgomery County,4.31,258.6489868,1.548300028,1060.180054,13.93190002,0.652732015,Planted/Cultivated,7
240,-95.80377321,37.22847609,17247.16665,1576376.113,20125,Kansas,Montgomery County,4.31,258.6489868,1.548300028,1060.180054,13.93190002,0.652732015,Planted/Cultivated,7
241,-101.7652296,37.36698678,-505460.7186,1607216.678,20129,Kansas,Morton County,4.126,1027.910034,0.833688974,433.1059875,12.61629963,0.34701699,Planted/Cultivated,7
242,-101.7652296,37.36698678,-505460.7186,1607216.678,20129,Kansas,Morton County,4.126,1027.910034,0.833688974,433.1059875,12.61629963,0.34701699,Planted/Cultivated,7
243,-101.7652296,37.36698678,-505460.7186,1607216.678,20129,Kansas,Morton County,4.126,1027.910034,0.833688974,433.1059875,12.61629963,0.34701699,Planted/Cultivated,7
244,-101.5665095,37.34455443,-488205.6026,1603668.402,20129,Kansas,Morton County,2.349,973.7719727,0.875294983,440.8909912,12.79319954,0.415683001,Planted/Cultivated,7
245,-95.23890906,37.69142105,66477.20782,1628505.86,20133,Kansas,Neosho County,8.78,307.1589966,1.313050032,1090.719971,13.5923996,0.719529986,Planted/Cultivated,7
246,-99.99603296,39.78865799,-339050.706,1870425.818,20137,Kansas,Norton County,3.7,735.6010132,1.917770028,613.3709717,10.88930035,0.503654003,Planted/Cultivated,7
247,-95.67702799,38.68061822,27833.20834,1739159.85,20139,Kansas,Osage County,10.413,333.5480042,1.608989954,948.8779907,12.6012001,0.732297003,Planted/Cultivated,7
248,-95.55413379,38.67139262,38428.78497,1738168.648,20139,Kansas,Osage County,8.929,330.0690002,2.2146101,952.4060059,12.53479958,0.728851974,Herbaceous,6
249,-97.53615756,39.15506986,-131518.5084,1793353.714,20143,Kansas,Ottawa County,5.571,418.8720093,1.767240047,782.9039917,12.73929977,0.581633985,Herbaceous,6
250,-99.53576499,38.27941818,-306309.5361,1699842.341,20145,Kansas,Pawnee County,7.794,676.6920166,1.339969993,587.5,12.6019001,0.456930995,Planted/Cultivated,7
251,-99.53576499,38.27941818,-306309.5361,1699842.341,20145,Kansas,Pawnee County,7.794,676.6920166,1.339969993,587.5,12.6019001,0.456930995,Planted/Cultivated,7
252,-99.53576499,38.27941818,-306309.5361,1699842.341,20145,Kansas,Pawnee County,7.794,676.6920166,1.339969993,587.5,12.6019001,0.456930995,Planted/Cultivated,7
253,-99.52685001,38.20008999,-305867.477,1690928.201,20145,Kansas,Pawnee County,10.793,660.0980225,0.989167988,590.2869873,12.78110027,0.515276015,Planted/Cultivated,7
254,-96.17549,39.27077998,-15001.22313,1805273.026,20149,Kansas,Pottawatomie County,6.6,327.3880005,2.72668004,893.4970093,12.47749996,0.731721997,Herbaceous,6
255,-97.63001227,39.8728028,-138173.6004,1873910.311,20157,Kansas,Republic County,7.668,479.9030151,1.284989953,762.5120239,11.28779984,0.611495972,Planted/Cultivated,7
256,-98.19079192,38.36273937,-189603.8641,1705668.185,20159,Kansas,Rice County,8.627,518.9390259,0.976251006,733.1300049,13.10029984,0.526045024,Planted/Cultivated,7
257,-96.54289699,39.13100059,-46497.38373,1789725.811,20161,Kansas,Riley County,13.335,350.5289917,3.305819988,874.1019897,12.51739979,0.711380005,Planted/Cultivated,7
258,-96.44198867,39.12880056,-37856.10297,1789434.448,20161,Kansas,Riley County,10.607,344.9060059,1.902119994,877.276001,12.67640018,0.713836014,Planted/Cultivated,7
259,-96.44198867,39.12880056,-37856.10297,1789434.448,20161,Kansas,Riley County,10.607,344.9060059,1.902119994,877.276001,12.67640018,0.713836014,Planted/Cultivated,7
260,-98.77331999,38.72389,-238825.281,1747447.785,20167,Kansas,Russell County,6.325,555.5960083,1.948889971,665.7449951,12.44309998,0.537963986,Herbaceous,6
261,-97.3132509,37.79084054,-114548.5092,1640173.883,20173,Kansas,Sedgwick County,4.678,426.1740112,1.034559965,830.2199707,13.50769997,0.589075029,Herbaceous,6
262,-100.72556,37.26948004,-414935.4523,1591271.611,20175,Kansas,Seward County,5.625,862.3270264,0.876488984,508.1260071,12.89249992,0.535422027,Planted/Cultivated,7
263,-95.93802996,39.08395001,5311.106722,1784321.294,20177,Kansas,Shawnee County,8.621,307.7430115,1.870769978,929.9619751,12.53120041,0.749037027,Planted/Cultivated,7
264,-98.89445001,38.16624998,-251156.6605,1685283.988,20185,Kansas,Stafford County,1.726,605.6259766,0.649253011,649.3220215,13.13099957,0.574132979,Planted/Cultivated,7
265,-98.89445001,38.16624998,-251156.6605,1685283.988,20185,Kansas,Stafford County,1.726,605.6259766,0.649253011,649.3220215,13.13099957,0.574132979,Planted/Cultivated,7
266,-98.89445001,38.16624998,-251156.6605,1685283.988,20185,Kansas,Stafford County,1.726,605.6259766,0.649253011,649.3220215,13.13099957,0.574132979,Planted/Cultivated,7
267,-98.69173,37.91554004,-234366.9812,1656677.878,20185,Kansas,Stafford County,4.327,585.026001,1.097049952,672.2050171,13.37660027,0.54985702,Planted/Cultivated,7
268,-101.3438,37.35149001,-468650.4318,1603323.177,20189,Kansas,Stevens County,4.23,935.8790283,0.898064971,458.2820129,12.82120037,0.581133008,Planted/Cultivated,7
269,-97.70893997,37.28099,-150086.6672,1583592.446,20191,Kansas,Sumner County,2.335,390.2869873,0.96122098,798.9429932,14.36139965,0.463539988,Planted/Cultivated,7
270,-97.70893997,37.28099,-150086.6672,1583592.446,20191,Kansas,Sumner County,2.335,390.2869873,0.96122098,798.9429932,14.36139965,0.463539988,Planted/Cultivated,7
271,-97.70893997,37.28099,-150086.6672,1583592.446,20191,Kansas,Sumner County,2.335,390.2869873,0.96122098,798.9429932,14.36139965,0.463539988,Planted/Cultivated,7
272,-97.19644216,37.17371279,-105230.9515,1570884.015,20191,Kansas,Sumner County,7.946,355.4570007,1.109200001,852.3729858,14.48040009,0.577646017,Planted/Cultivated,7
273,-101.2430835,39.34007895,-447536.4647,1825374.384,20193,Kansas,Thomas County,10.54,1008.369995,1.070649981,511.6799927,10.77229977,0.421911001,Planted/Cultivated,7
274,-101.2430835,39.34007895,-447536.4647,1825374.384,20193,Kansas,Thomas County,10.54,1008.369995,1.070649981,511.6799927,10.77229977,0.421911001,Planted/Cultivated,7
275,-101.2430835,39.34007895,-447536.4647,1825374.384,20193,Kansas,Thomas County,10.54,1008.369995,1.070649981,511.6799927,10.77229977,0.421911001,Planted/Cultivated,7
276,-101.0577289,39.30341897,-431948.8364,1820414.098,20193,Kansas,Thomas County,11.578,982.3359985,0.942098022,516.0369873,10.73239994,0.530193985,Planted/Cultivated,7
277,-101.0577289,39.30341897,-431948.8364,1820414.098,20193,Kansas,Thomas County,11.578,982.3359985,0.942098022,516.0369873,10.73239994,0.530193985,Planted/Cultivated,7
278,-101.0577289,39.30341897,-431948.8364,1820414.098,20193,Kansas,Thomas County,11.578,982.3359985,0.942098022,516.0369873,10.73239994,0.530193985,Planted/Cultivated,7
279,-100.7569701,39.33566001,-406104.2503,1822696.602,20193,Kansas,Thomas County,6.826,910.809021,0.928151011,523.2949829,11.06599998,0.565285027,Planted/Cultivated,7
280,-99.67167424,39.04104102,-314780.5101,1785591.907,20195,Kansas,Trego County,4.83,699.0770264,1.62816,581.9840088,11.75279999,0.444095999,Herbaceous,6
281,-96.33322228,38.98470206,-28596.95945,1773245.821,20197,Kansas,Wabaunsee County,9.889,368.1759949,3.812700033,899.4819946,12.43599987,0.733725011,Herbaceous,6
282,-96.33322228,38.98470206,-28596.95945,1773245.821,20197,Kansas,Wabaunsee County,9.889,368.1759949,3.812700033,899.4819946,12.43599987,0.733725011,Herbaceous,6
283,-96.33322228,38.98470206,-28596.95945,1773245.821,20197,Kansas,Wabaunsee County,9.889,368.1759949,3.812700033,899.4819946,12.43599987,0.733725011,Herbaceous,6
284,-96.13322776,39.01316029,-11429.01818,1776393.359,20197,Kansas,Wabaunsee County,13.564,373.6369934,3.918819904,904.7089844,12.27630043,0.70284301,Herbaceous,6
285,-101.67567,38.77065997,-488227.9691,1763788.328,20199,Kansas,Wallace County,7.183,1086.939941,0.88399303,476.9580078,11.3362999,0.44660601,Planted/Cultivated,7
286,-96.97578996,39.61054004,-83020.49859,1843762.61,20201,Kansas,Washington County,11.327,423.2229919,1.652060032,797.2719727,11.89589977,0.627317011,Herbaceous,6
287,-95.73365173,37.95180619,23182.66985,1657455.706,20207,Kansas,Woodson County,14.977,327.4660034,1.348590016,1014.960022,13.20629978,0.72774303,Planted/Cultivated,7
288,-108.9326801,33.74429999,-1186066.776,1267232.878,35003,New Mexico,Catron County,1.823,2277.75,8.067429543,479.5889893,8.349599838,0.493095994,Forest,4
289,-108.9326801,33.74429999,-1186066.776,1267232.878,35003,New Mexico,Catron County,1.823,2277.75,8.067429543,479.5889893,8.349599838,0.493095994,Forest,4
290,-108.9326801,33.74429999,-1186066.776,1267232.878,35003,New Mexico,Catron County,1.823,2277.75,8.067429543,479.5889893,8.349599838,0.493095994,Forest,4
291,-108.81574,34.23429996,-1168045.179,1320043.455,35003,New Mexico,Catron County,7.718,2162,4.294889927,314.7709961,8.849949837,0.224709004,Shrubland,5
292,-108.5125,33.92053999,-1145173.133,1281595.071,35003,New Mexico,Catron County,11.22,2281.419922,7.745950222,391.4979858,8.533789635,0.353026986,Forest,4
293,-108.33168,33.93475003,-1128512.319,1281006.428,35003,New Mexico,Catron County,3.393,2357.300049,8.016200066,415.5840149,8.799050331,0.341147989,Forest,4
294,-108.2048,33.57103,-1122169.717,1239206.547,35003,New Mexico,Catron County,3.842,2334.669922,7.092350006,432.6300049,9.594650269,0.283078015,Forest,4
295,-108.14311,34.33232003,-1105687.587,1322861.008,35003,New Mexico,Catron County,1.619,2317.48999,2.635040045,368.2009888,8.189599991,0.283793986,Shrubland,5
296,-104.64518,33.78767,-793772.3016,1227379.962,35005,New Mexico,Chaves County,0.471,1296.5,1.81645,343.8139954,14.65470028,0.197295994,Shrubland,5
297,-104.64518,33.78767,-793772.3016,1227379.962,35005,New Mexico,Chaves County,0.471,1296.5,1.81645,343.8139954,14.65470028,0.197295994,Shrubland,5
298,-104.64518,33.78767,-793772.3016,1227379.962,35005,New Mexico,Chaves County,0.471,1296.5,1.81645,343.8139954,14.65470028,0.197295994,Shrubland,5
299,-104.2304354,33.39545406,-759578.8372,1180353.214,35005,New Mexico,Chaves County,1.082,1157.900024,1.315729976,372.1719971,15.00599957,0.247803003,Shrubland,5
300,-103.8283,33.11860998,-725095.3907,1146414.08,35005,New Mexico,Chaves County,0.408,1298.650024,1.716189981,393.8970032,14.73079967,0.275361001,Herbaceous,6
301,-103.8349096,33.40276882,-723093.6721,1178081.721,35005,New Mexico,Chaves County,1.085,1257.01001,1.032050014,395.3080139,14.59210014,0.302843988,Herbaceous,6
302,-108.76739,34.58749003,-1158375.498,1358585.999,35006,New Mexico,Cibola County,1.255,2157.889893,3.881000042,369.9389954,9.087200165,0.29193601,Forest,4
303,-108.63908,34.83308002,-1143160.46,1384256.817,35006,New Mexico,Cibola County,2.768,2152.389893,2.870889902,357.8800049,9.070859909,0.242127001,Shrubland,5
304,-108.55557,34.86664998,-1135156.707,1386978.274,35006,New Mexico,Cibola County,2.735,2237.429932,5.289299965,385.5400085,8.277850151,0.347833991,Forest,4
305,-108.28351,35.18532003,-1106102.332,1419121.569,35006,New Mexico,Cibola County,7.596,2514.780029,6.59897995,530.7139893,7.413799763,0.537419975,Forest,4
306,-105.3065901,36.32419,-826566.0202,1515550.77,35007,New Mexico,Colfax County,4.986,2847.399902,8.503749847,636.9000244,4.347169876,0.619874001,Forest,4
307,-105.3065901,36.32419,-826566.0202,1515550.77,35007,New Mexico,Colfax County,4.986,2847.399902,8.503749847,636.9000244,4.347169876,0.619874001,Forest,4
308,-105.3065901,36.32419,-826566.0202,1515550.77,35007,New Mexico,Colfax County,4.986,2847.399902,8.503749847,636.9000244,4.347169876,0.619874001,Forest,4
309,-105.07104,36.64201996,-802316.8052,1548968.718,35007,New Mexico,Colfax County,6.378,2559.189941,12.31280041,515.5800171,6.815050125,0.477780998,Forest,4
310,-105.07104,36.64201996,-802316.8052,1548968.718,35007,New Mexico,Colfax County,6.378,2559.189941,12.31280041,515.5800171,6.815050125,0.477780998,Forest,4
311,-105.07104,36.64201996,-802316.8052,1548968.718,35007,New Mexico,Colfax County,6.378,2559.189941,12.31280041,515.5800171,6.815050125,0.477780998,Forest,4
312,-104.58782,36.55658003,-760560.3135,1535464.992,35007,New Mexico,Colfax County,7.746,1841.829956,1.273440003,404.4320068,9.717309952,0.340306997,Herbaceous,6
313,-103.3265797,34.74533808,-664718.4292,1323947.618,35009,New Mexico,Curry County,2.519,1395.630005,1.122059941,455.7090149,13.5923996,0.318917006,Herbaceous,6
314,-104.61908,34.52684997,-783899.0129,1309447.901,35011,New Mexico,De Baca County,3.243,1460.319946,1.885669947,357.4660034,13.89599991,0.25465101,Herbaceous,6
315,-104.49469,34.39301996,-773952.0905,1293524.048,35011,New Mexico,De Baca County,0.998,1393.140015,1.394309998,364.8739929,14.08380032,0.265141994,Herbaceous,6
316,-104.24586,34.57883002,-749538.2949,1312226.995,35011,New Mexico,De Baca County,1.139,1340.01001,2.023610115,386.6950073,14.29290009,0.278436005,Herbaceous,6
317,-106.6227051,32.35368689,-992509.1375,1086729.71,35013,New Mexico,Dowa Ana County,1.071,1433.829956,4.244180202,314.1950073,16.30369949,0.201729,Shrubland,5
318,-106.61557,32.43872995,-990788.3206,1096077.948,35013,New Mexico,Dowa Ana County,1.016,1409.630005,1.717000008,293.875,15.98960018,0.191852003,Shrubland,5
319,-104.68767,32.19851001,-813852.7821,1051129.117,35015,New Mexico,Eddy County,10.276,1623.319946,11.54419994,468.5469971,14.78429985,0.358707011,Forest,4
320,-104.03854,32.55819999,-749805.6072,1085735.909,35015,New Mexico,Eddy County,1.303,1013.549988,1.695940018,344.0320129,16.74279976,0.229102999,Shrubland,5
321,-108.65567,32.93703995,-1172782.072,1174473.67,35017,New Mexico,Grant County,6.209,1595.719971,10.18560028,416.1229858,13.6864996,0.273865014,Shrubland,5
322,-108.65567,32.93703995,-1172782.072,1174473.67,35017,New Mexico,Grant County,6.209,1595.719971,10.18560028,416.1229858,13.6864996,0.273865014,Shrubland,5
323,-108.58387,32.83797001,-1167627.02,1162632.369,35017,New Mexico,Grant County,2.759,1516.199951,11.01099968,393.2550049,14.01099968,0.286339015,Shrubland,5
324,-108.45576,32.52865003,-1160317.836,1126858.619,35017,New Mexico,Grant County,0.494,1904.439941,7.600940228,467.3590088,11.83010006,0.395422995,Shrubland,5
325,-107.94988,32.56750998,-1112902.987,1125106.392,35017,New Mexico,Grant County,6.509,1552.660034,2.377150059,340.8450012,14.35319996,0.191320002,Shrubland,5
326,-105.15459,34.91246999,-828308.4167,1356934.635,35019,New Mexico,Guadalupe County,3.65,1738.900024,2.029429913,403.3999939,11.86880016,0.253951997,Herbaceous,6
327,-103.9271945,36.10768446,-706384.1328,1480275.71,35021,New Mexico,Harding County,4.971,1732.869995,1.862759948,409.6499939,10.78069973,0.29441601,Herbaceous,6
328,-103.67941,35.61959,-688764.6864,1423988.524,35021,New Mexico,Harding County,1.174,1313.98999,1.25217998,414.9379883,13.59959984,0.301019013,Herbaceous,6
329,-108.92649,31.50637004,-1219348.089,1019863.247,35023,New Mexico,Hidalgo County,3.568,1591.180054,2.513180017,424.9840088,14.27880001,0.243450001,Herbaceous,6
