SiteID,long,lat,x,y,FIPS,STATE,COUNTY,SOC,DEM,Slope,MAP,MAT,NDVI,NLCD,NLCD_ID
53,-105.9317535,40.14864837,-837184.5417,1947418.474,8049,Colorado,Grand County,5.27,2722.129883,11.6864996,492.7009888,2.32449007,0.622355998,Forest,4
54,-107.49408,38.72136997,-987578.8889,1803475.766,8051,Colorado,Gunnison County,21.125,2777.409912,19.3423996,615.84198,4.868100166,0.727437019,Forest,4
55,-107.09841,38.35968999,-958464.035,1759171.119,8051,Colorado,Gunnison County,19.099,2571.25,8.694939613,302.2950134,4.001049995,0.313479006,Shrubland,5
56,-106.91317,38.86514002,-936046.027,1813599.166,8051,Colorado,Gunnison County,16.019,2992.820068,15.15110016,674.2600098,1.579429984,0.684369981,Forest,4
57,-106.8537529,38.65417059,-933666.7798,1789523.029,8051,Colorado,Gunnison County,3.152,2723.780029,10.93910027,513.7910156,3.335809946,0.515594006,Shrubland,5
58,-104.67445,37.72276998,-756299.8005,1666293.425,8055,Colorado,Huerfano County,3.211,1817.160034,2.111490011,417.0119934,10.67560005,0.309722006,Herbaceous,6
59,-106.4575099,40.71411998,-874371.6676,2015132.881,8057,Colorado,Jackson County,2.827,2515.320068,3.884380102,399.2139893,2.81140995,0.546037018,Shrubland,5
60,-106.4575099,40.71411998,-874371.6676,2015132.881,8057,Colorado,Jackson County,2.827,2515.320068,3.884380102,399.2139893,2.81140995,0.546037018,Shrubland,5
61,-106.1199,40.39921003,-850001.1533,1977003.097,8057,Colorado,Jackson County,6.208,2826.73999,10.25759983,645.5440063,1.132069945,0.690734982,Forest,4
62,-106.1199,40.39921003,-850001.1533,1977003.097,8057,Colorado,Jackson County,6.208,2826.73999,10.25759983,645.5440063,1.132069945,0.690734982,Forest,4
63,-106.1199,40.39921003,-850001.1533,1977003.097,8057,Colorado,Jackson County,6.208,2826.73999,10.25759983,645.5440063,1.132069945,0.690734982,Forest,4
64,-102.89763,38.58310996,-594698.5409,1749774.352,8061,Colorado,Kiowa County,3.446,1338.119995,1.146999955,389.1080017,10.64319992,0.369917005,Herbaceous,6
65,-102.67776,38.49740996,-576447.9546,1738838.238,8061,Colorado,Kiowa County,1.542,1251.51001,0.936137021,386.8250122,11.09720039,0.394683987,Herbaceous,6
66,-102.67776,38.49740996,-576447.9546,1738838.238,8061,Colorado,Kiowa County,1.542,1251.51001,0.936137021,386.8250122,11.09720039,0.394683987,Herbaceous,6
67,-102.67776,38.49740996,-576447.9546,1738838.238,8061,Colorado,Kiowa County,1.542,1251.51001,0.936137021,386.8250122,11.09720039,0.394683987,Herbaceous,6
68,-102.6443501,38.27468998,-575312.5712,1713733.138,8061,Colorado,Kiowa County,4.974,1190.880005,1.299600005,383.401001,11.48659992,0.355982989,Herbaceous,6
69,-102.2435201,38.39936997,-539740.1362,1725324.525,8061,Colorado,Kiowa County,3.595,1218.51001,0.817520976,408.6109924,10.95619965,0.324963987,Planted/Cultivated,7
70,-102.7579928,39.25470506,-577331.5099,1823993.388,8063,Colorado,Kit Carson County,6.448,1387.390015,1.462470055,454.769989,10.11130047,0.420668006,Planted/Cultivated,7
71,-102.7579928,39.25470506,-577331.5099,1823993.388,8063,Colorado,Kit Carson County,6.448,1387.390015,1.462470055,454.769989,10.11130047,0.420668006,Planted/Cultivated,7
72,-102.7579928,39.25470506,-577331.5099,1823993.388,8063,Colorado,Kit Carson County,6.448,1387.390015,1.462470055,454.769989,10.11130047,0.420668006,Planted/Cultivated,7
73,-102.54069,39.43278999,-557424.6727,1842605.98,8063,Colorado,Kit Carson County,6.753,1277.839966,1.787989974,450.1340027,10.40139961,0.498598009,Planted/Cultivated,7
74,-106.3170502,39.2990562,-879852.8333,1856234.374,8065,Colorado,Lake County,13.431,3376.360107,14.39019966,580.6060181,-0.213021994,0.535712004,Forest,4
75,-106.2548258,39.23014258,-875398.768,1847981.344,8065,Colorado,Lake County,23.058,3376.360107,14.39019966,580.6060181,-0.213021994,0.535712004,Forest,4
76,-107.8054999,37.53461064,-1030681.861,1674765.866,8067,Colorado,La Plata County,18.391,2739.77002,18.00259972,783.6569824,4.328259945,0.746697009,Forest,4
77,-105.91983,40.79772,-828607.6218,2019624.397,8069,Colorado,Larimer County,5.026,2753.620117,8.964639664,547.1950073,2.230170012,0.575976014,Forest,4
78,-105.4820954,40.84707337,-791617.2315,2021391.271,8069,Colorado,Larimer County,12.728,2421.300049,10.66180038,432.7950134,5.075409889,0.546827018,Forest,4
79,-105.34428,40.57124,-783181.8161,1989507.55,8069,Colorado,Larimer County,11.187,2302.73999,13.64410019,547.1380005,6.064050198,0.637389004,Forest,4
80,-104.9563264,40.7084946,-749317.4464,2001681.468,8069,Colorado,Larimer County,2.784,1650.660034,1.834840059,383.4630127,8.46916008,0.364652991,Planted/Cultivated,7
81,-104.9098287,37.13303052,-782949.7671,1602392.341,8071,Colorado,Las Animas County,3.344,2380.919922,13.94999981,494.0100098,7.936979771,0.55092603,Forest,4
82,-104.60513,37.12013999,-756379.5057,1598486.293,8071,Colorado,Las Animas County,3.564,2045.530029,7.85973978,469.2940063,9.268420219,0.432090998,Forest,4
83,-103.57657,38.56455001,-653282.5837,1752157.896,8073,Colorado,Lincoln County,3.075,1499.300049,1.419890046,340.2569885,10.28849983,0.264569998,Herbaceous,6
84,-103.14659,40.59711003,-599167.7022,1976410.194,8075,Colorado,Logan County,0.152,1306.72998,1.493520021,425.2969971,9.521320343,0.395361006,Herbaceous,6
85,-103.14659,40.59711003,-599167.7022,1976410.194,8075,Colorado,Logan County,0.152,1306.72998,1.493520021,425.2969971,9.521320343,0.395361006,Herbaceous,6
86,-103.14659,40.59711003,-599167.7022,1976410.194,8075,Colorado,Logan County,0.152,1306.72998,1.493520021,425.2969971,9.521320343,0.395361006,Herbaceous,6
87,-103.08431,40.53503002,-594473.7568,1969084.959,8075,Colorado,Logan County,4.011,1306.72998,1.493520021,425.2969971,9.521320343,0.395361006,Herbaceous,6
88,-103.05801,40.84219004,-589718.2864,2003228.03,8075,Colorado,Logan County,6.147,1212.829956,1.344849944,441.9219971,9.456279755,0.525343001,Herbaceous,6
89,-103.05801,40.84219004,-589718.2864,2003228.03,8075,Colorado,Logan County,6.147,1212.829956,1.344849944,441.9219971,9.456279755,0.525343001,Herbaceous,6
90,-108.79555,38.84402001,-1096914.698,1831384.874,8077,Colorado,Mesa County,10.535,2591.189941,8.415550232,562.723999,6.14741993,0.68186599,Forest,4
91,-108.60023,38.78655003,-1081121.046,1822762.401,8077,Colorado,Mesa County,7.178,2516.75,10.73659992,408.4400024,6.76364994,0.510895014,Forest,4
92,-108.60023,38.78655003,-1081121.046,1822762.401,8077,Colorado,Mesa County,7.178,2516.75,10.73659992,408.4400024,6.76364994,0.510895014,Forest,4
93,-108.60023,38.78655003,-1081121.046,1822762.401,8077,Colorado,Mesa County,7.178,2516.75,10.73659992,408.4400024,6.76364994,0.510895014,Forest,4
94,-108.2732,39.31705998,-1045561.942,1878054.932,8077,Colorado,Mesa County,0.736,1713.530029,9.022919655,343.5379944,9.611100197,0.277673006,Forest,4
95,-107.6902901,39.32366083,-996069.8366,1872527.498,8077,Colorado,Mesa County,7.03,2358.120117,12.25689983,560.2340088,5.859799862,0.630654991,Forest,4
96,-106.91402,37.69708001,-951120.9837,1683549.064,8079,Colorado,Mineral County,17.884,3232.159912,14.80370045,867.3410034,1.205049992,0.588652015,Forest,4
97,-109.04304,40.44604002,-1093437.571,2012102.531,8081,Colorado,Moffat County,6.439,2183.280029,12.33279991,342.6489868,6.836359978,0.360457987,Shrubland,5
98,-108.58555,40.30018003,-1057470.911,1990733.641,8081,Colorado,Moffat County,3.935,1885.530029,5.747869968,348.4639893,7.571400166,0.261449993,Shrubland,5
99,-107.49241,40.36857003,-965167.6388,1986700.841,8081,Colorado,Moffat County,7.109,2219.550049,14.14470005,541.7630005,5.760000229,0.620760024,Forest,4
100,-107.5538373,40.8313209,-964015.2123,2038775.201,8081,Colorado,Moffat County,5.215,2076.870117,4.076069832,374.7850037,5.54377985,0.340921015,Shrubland,5
101,-108.9170101,37.58697,-1126354.856,1693198.692,8083,Colorado,Montezuma County,2.821,1998.160034,6.415999889,378.446991,8.879599571,0.394248009,Forest,4
102,-108.9170101,37.58697,-1126354.856,1693198.692,8083,Colorado,Montezuma County,2.821,1998.160034,6.415999889,378.446991,8.879599571,0.394248009,Forest,4
103,-108.9170101,37.58697,-1126354.856,1693198.692,8083,Colorado,Montezuma County,2.821,1998.160034,6.415999889,378.446991,8.879599571,0.394248009,Forest,4
104,-108.3863301,37.42488002,-1082708.883,1669025.975,8083,Colorado,Montezuma County,3.812,2264.540039,5.903160095,530.1420288,7.012300014,0.543129981,Forest,4
105,-108.27773,37.39972997,-1073632.232,1664999.107,8083,Colorado,Montezuma County,6.015,2326.659912,5.382649899,533.9400024,6.784500122,0.540172994,Forest,4
106,-108.38184,38.41630002,-1067881.72,1779151.095,8085,Colorado,Montrose County,8.818,2581.47998,6.358550072,679.1389771,6.358550072,0.701713979,Forest,4
107,-107.65141,38.64693999,-1002049.496,1796841.745,8085,Colorado,Montrose County,6.361,1969.130005,6.549359798,379.3880005,9.320630074,0.450475991,Planted/Cultivated,7
108,-103.6054301,40.08761002,-642119.9902,1922501.385,8087,Colorado,Morgan County,2.203,1341.310059,0.906367004,380.9890137,9.710269928,0.395435005,Herbaceous,6
109,-103.6054301,40.08761002,-642119.9902,1922501.385,8087,Colorado,Morgan County,2.203,1341.310059,0.906367004,380.9890137,9.710269928,0.395435005,Herbaceous,6
110,-103.6054301,40.08761002,-642119.9902,1922501.385,8087,Colorado,Morgan County,2.203,1341.310059,0.906367004,380.9890137,9.710269928,0.395435005,Herbaceous,6
111,-103.98769,37.87116003,-695174.358,1677616.086,8089,Colorado,Otero County,2.359,1398.650024,1.200469971,312.4580078,11.68719959,0.256808013,Herbaceous,6
112,-108.102805,38.33221505,-1045144.793,1766702.215,8091,Colorado,Ouray County,14.276,2689.22998,8.749389648,657.0750122,4.985509872,0.722422004,Forest,4
113,-107.6901151,38.05305846,-1013529.303,1731187.684,8091,Colorado,Ouray County,1.9,2825.110107,18.9817009,613.697998,4.709229946,0.684526026,Forest,4
114,-105.9184542,39.27477929,-846269.5162,1849908.995,8093,Colorado,Park County,9.334,3095.48999,6.458920002,492.230011,1.536759973,0.477124006,Herbaceous,6
115,-105.6483947,38.84398147,-828201.3596,1799501.144,8093,Colorado,Park County,3.923,2851.560059,6.729790211,367.3500061,3.102950096,0.367307991,Herbaceous,6
116,-105.6483947,38.84398147,-828201.3596,1799501.144,8093,Colorado,Park County,3.923,2851.560059,6.729790211,367.3500061,3.102950096,0.367307991,Herbaceous,6
117,-105.6483947,38.84398147,-828201.3596,1799501.144,8093,Colorado,Park County,3.923,2851.560059,6.729790211,367.3500061,3.102950096,0.367307991,Herbaceous,6
118,-102.4377199,40.62343996,-539632.5954,1975104.647,8095,Colorado,Phillips County,4.977,1164.26001,0.867829025,465.053009,9.915100098,0.398263991,Planted/Cultivated,7
119,-102.37958,40.48980997,-535770.5135,1959841.712,8095,Colorado,Phillips County,9.614,1161.650024,1.093009949,464.6929932,9.946089745,0.477524996,Planted/Cultivated,7
120,-102.2723,40.49724001,-526719.2233,1960072.461,8095,Colorado,Phillips County,4.592,1134.02002,0.930658996,465.6960144,10.00199986,0.573912978,Planted/Cultivated,7
121,-102.4668099,37.95591004,-562393.4395,1677025.208,8099,Colorado,Prowers County,8.05,1146.48999,1.383550048,392.993988,11.89120007,0.30804199,Herbaceous,6
122,-107.86129,39.89588998,-1002581.612,1937960.414,8103,Colorado,Rio Blanco County,2.644,2237.909912,12.95580006,519.9279785,6.065629959,0.589260995,Forest,4
123,-107.86129,39.89588998,-1002581.612,1937960.414,8103,Colorado,Rio Blanco County,2.644,2237.909912,12.95580006,519.9279785,6.065629959,0.589260995,Forest,4
124,-107.86129,39.89588998,-1002581.612,1937960.414,8103,Colorado,Rio Blanco County,2.644,2237.909912,12.95580006,519.9279785,6.065629959,0.589260995,Forest,4
125,-107.79405,40.14522996,-993469.1033,1964975.609,8103,Colorado,Rio Blanco County,16.201,2268.370117,16.51600075,572.3170166,5.624139786,0.698545992,Forest,4
126,-107.3869142,40.07326332,-960305.2915,1952787.304,8103,Colorado,Rio Blanco County,9.151,2954.120117,13.08049965,960.4979858,1.902649999,0.735978007,Forest,4
127,-106.69851,37.53323004,-934483.1458,1663166.393,8105,Colorado,Rio Grande County,27.984,3123.389893,16.7928009,835.6690063,1.883749962,0.646282017,Forest,4
128,-106.3666274,37.4135819,-907070.9553,1646624.259,8105,Colorado,Rio Grande County,16.527,2990.379883,14.31359959,637.164978,2.433559895,0.610814989,Forest,4
129,-106.0667734,37.56274856,-879166.1028,1660426.776,8105,Colorado,Rio Grande County,7.096,2320.810059,0.805041015,195.2480011,5.281040192,0.656735003,Planted/Cultivated,7
130,-106.0667734,37.56274856,-879166.1028,1660426.776,8105,Colorado,Rio Grande County,7.096,2320.810059,0.805041015,195.2480011,5.281040192,0.656735003,Planted/Cultivated,7
131,-107.3388286,40.32935812,-952854.0036,1980789.954,8107,Colorado,Routt County,6.33,2202.129883,14.28670025,595.0289917,5.510620117,0.656872988,Forest,4
132,-107.1205,40.72010003,-929481.6445,2022090.654,8107,Colorado,Routt County,15.641,2675.310059,12.56939983,827.4680176,2.798549891,0.733743012,Forest,4
133,-106.9405861,40.43805478,-918139.915,1988962.682,8107,Colorado,Routt County,10.653,2166.290039,7.256430149,576.1010132,4.703800201,0.670417011,Shrubland,5
134,-106.5726943,38.2122891,-915089.3812,1737574.628,8109,Colorado,Saguache County,3.692,3063.060059,14.62839985,519.6500244,2.444499969,0.595934987,Forest,4
135,-105.99534,38.11812997,-866416.0006,1721670.676,8109,Colorado,Saguache County,2.328,2439.060059,3.57020998,244.2669983,5.512829781,0.259133011,Herbaceous,6
136,-105.99534,38.11812997,-866416.0006,1721670.676,8109,Colorado,Saguache County,2.328,2439.060059,3.57020998,244.2669983,5.512829781,0.259133011,Herbaceous,6
137,-105.99534,38.11812997,-866416.0006,1721670.676,8109,Colorado,Saguache County,2.328,2439.060059,3.57020998,244.2669983,5.512829781,0.259133011,Herbaceous,6
138,-105.95476,38.17539998,-862240.1381,1727685.33,8109,Colorado,Saguache County,2.47,2575.209961,7.910620213,287.3309937,5.020160198,0.354479015,Herbaceous,6
139,-105.88127,37.79412996,-860333.0444,1684518.437,8109,Colorado,Saguache County,0.73,2301.23999,0.830910027,197.3009949,5.449140072,0.221462995,Shrubland,5
140,-105.88127,37.79412996,-860333.0444,1684518.437,8109,Colorado,Saguache County,0.73,2301.23999,0.830910027,197.3009949,5.449140072,0.221462995,Shrubland,5
141,-105.88127,37.79412996,-860333.0444,1684518.437,8109,Colorado,Saguache County,0.73,2301.23999,0.830910027,197.3009949,5.449140072,0.221462995,Shrubland,5
142,-105.8886099,38.27434001,-855379.3349,1738116.857,8109,Colorado,Saguache County,5.051,2876.929932,21.78809929,421.3099976,2.530659914,0.517274022,Shrubland,5
143,-107.6142869,37.82282172,-1010134.067,1704768.878,8111,Colorado,San Juan County,10.993,3618.02002,26.10420036,1128.109985,-0.591063976,0.454394013,Herbaceous,6
144,-108.2472981,37.97617935,-1062682.679,1728725.556,8113,Colorado,San Miguel County,11.22,2484,6.845799923,538.1220093,5.707220078,0.543348014,Forest,4
145,-108.2472981,37.97617935,-1062682.679,1728725.556,8113,Colorado,San Miguel County,11.22,2484,6.845799923,538.1220093,5.707220078,0.543348014,Forest,4
146,-106.3113501,39.89649998,-872118.1619,1922740.279,8117,Colorado,Summit County,14.541,2602.429932,11.38860035,394.67099,3.166810036,0.558182001,Forest,4
147,-103.2675293,39.74840781,-616551.9893,1882372.184,8121,Colorado,Washington County,11.156,1487.530029,1.162789941,416.3150024,9.305939674,0.345851988,Planted/Cultivated,7
148,-102.9093299,40.09418998,-583404.0627,1918748.215,8121,Colorado,Washington County,3.48,1319.439941,1.308990002,429.5299988,9.793160439,0.421638012,Herbaceous,6
149,-104.83502,40.10837004,-745438.9379,1933795.238,8123,Colorado,Weld County,11.275,1507.089966,1.302449942,341.9400024,9.670479774,0.513230979,Planted/Cultivated,7
150,-104.49756,40.39664999,-714159.7574,1963366.024,8123,Colorado,Weld County,13.351,1414.150024,1.183509946,344.8930054,9.516750336,0.560792029,Planted/Cultivated,7
151,-104.49756,40.39664999,-714159.7574,1963366.024,8123,Colorado,Weld County,13.351,1414.150024,1.183509946,344.8930054,9.516750336,0.560792029,Planted/Cultivated,7
152,-104.49756,40.39664999,-714159.7574,1963366.024,8123,Colorado,Weld County,13.351,1414.150024,1.183509946,344.8930054,9.516750336,0.560792029,Planted/Cultivated,7
153,-104.4320164,40.91301225,-703541.1004,2020482.144,8123,Colorado,Weld County,5.378,1635.209961,1.514539957,365.1740112,8.430150032,0.380571008,Herbaceous,6
154,-104.3802599,40.52391996,-703071.7625,1976691.723,8123,Colorado,Weld County,4.517,1457.199951,1.479930043,345.0539856,9.325630188,0.393404007,Herbaceous,6
155,-102.74502,39.69928998,-572691.7691,1873613.684,8125,Colorado,Yuma County,12.132,1326.949951,1.106240034,443.7330017,10.07310009,0.433712989,Herbaceous,6
156,-102.6937791,40.00430678,-565942.9107,1907399.711,8125,Colorado,Yuma County,0.708,1256.650024,0.949146986,437.1130066,10.1782999,0.516384006,Planted/Cultivated,7
157,-102.3079527,39.80422587,-534858.6553,1882798.182,8125,Colorado,Yuma County,2.18,1178.599976,2.825969934,462.9979858,10.38049984,0.415170997,Herbaceous,6
158,-102.3079527,39.80422587,-534858.6553,1882798.182,8125,Colorado,Yuma County,2.18,1178.599976,2.825969934,462.9979858,10.38049984,0.415170997,Herbaceous,6
159,-102.3079527,39.80422587,-534858.6553,1882798.182,8125,Colorado,Yuma County,2.18,1178.599976,2.825969934,462.9979858,10.38049984,0.415170997,Herbaceous,6
160,-95.18900004,37.93123002,70606.92044,1655418.374,20001,Kansas,Allen County,10.672,323.6610107,1.06716001,1080.719971,13.42590046,0.69066602,Planted/Cultivated,7
161,-95.18900004,37.93123002,70606.92044,1655418.374,20001,Kansas,Allen County,10.672,323.6610107,1.06716001,1080.719971,13.42590046,0.69066602,Planted/Cultivated,7
162,-95.18900004,37.93123002,70606.92044,1655418.374,20001,Kansas,Allen County,10.672,323.6610107,1.06716001,1080.719971,13.42590046,0.69066602,Planted/Cultivated,7
163,-95.52098663,39.56081578,40783.32099,1837866.791,20005,Kansas,Atchison County,10.728,329.9679871,1.972180009,940.4769897,12.20170021,0.737240016,Planted/Cultivated,7
164,-98.69459998,37.03674999,-237408.6509,1558240.125,20007,Kansas,Barber County,2.274,466.3519897,2.208580017,715.4589844,14.30659962,0.521265984,Herbaceous,6
165,-98.59475995,37.25646,-227942.4108,1582606.003,20007,Kansas,Barber County,1.249,474.0150146,1.791270018,724.2780151,14.16950035,0.531019986,Herbaceous,6
166,-98.98737997,38.49327002,-258065.6887,1722169.868,20009,Kansas,Barton County,9.529,600.5230103,1.253829956,650.0089722,12.70660019,0.47894901,Planted/Cultivated,7
